Indicator Name,Country Name,Year,Value
Senior Sales Executive,Total Payout,2020-Q1,3417.11936
Sales Executive,Total Payout,2020-Q1,2093.05274
Senior Sales Executive,Total Payout,2020-Q1,49.76901
Sales Executive,Total Payout,2020-Q1,7629.29011
Senior Director National Field Sales,Total Payout,2020-Q2,1786.46942
Outside Sales Director - Central Canada,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,9597.55524
Regional Sales Manager AE,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Outside Sales Director,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive PQ Govt. Rep.,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Inside Sales Director,Total Payout,2020-Q2,765.44
Inside Sales Manager,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Account Manager,Total Payout,2020-Q2,1516.964
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Account Manager,Total Payout,2020-Q2,191.84
Inside Sales Account Manager,Total Payout,2020-Q2,43.468
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Manager,Total Payout,2020-Q2,425.796
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Account Manager,Total Payout,2020-Q2,0.26
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Account Manager,Total Payout,2020-Q2,974.19
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Manager - Hunter,Total Payout,2020-Q2,1675.91018
Inside Sales Account Manager Hunter,Total Payout,2020-Q2,617.9785
Inside Sales Account Manager Hunter,Total Payout,2020-Q2,1593.12
Inside Sales Account Manager Hunter,Total Payout,2020-Q2,2566.6995
Inside Sales Account Manager Hunter,Total Payout,2020-Q2,1207.5955
Inside Sales Manager - ISR,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Manager,Total Payout,2020-Q2,455.976
Inside Sales Account Manager,Total Payout,2020-Q2,2908.38
Inside Sales Account Manager,Total Payout,2020-Q2,138.04
Inside Sales Account Manager,Total Payout,2020-Q2,51.78
Inside Sales Account Manager,Total Payout,2020-Q2,300.979
Inside Sales Account Manager,Total Payout,2020-Q2,170.96
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Account Manager,Total Payout,2020-Q2,281.48
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Account Manager,Total Payout,2020-Q2,21.128
Inside Sales Representative,Total Payout,2020-Q2,0
Inside Sales Manager,Total Payout,2020-Q2,0
Inside Sales Representative,Total Payout,2020-Q2,0
Outside Sales Director,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,1468.91
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Outside Sales Director,Total Payout,2020-Q2,0
Regional Sales Manager AE,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Sales Executive,Total Payout,2020-Q2,61.7875
Retail Sales Director,Total Payout,2020-Q2,6308.53193
Regional Sales Manager AE,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,31126.55764
Account Executive,Total Payout,2020-Q2,10633.15002
Senior Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Senior Sales Executive,Total Payout,2020-Q2,39086.02675
Senior Sales Executive,Total Payout,2020-Q2,4723.22275
Health Care Sales Director,Total Payout,2020-Q2,37.41955
Regional Sales Manager AE,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Senior Account Executive,Total Payout,2020-Q2,0
Senior Sales Executive,Total Payout,2020-Q2,133.64125
SMB Manager,Total Payout,2020-Q2,0
SMB Representative,Total Payout,2020-Q2,2335.1382
SMB Representative,Total Payout,2020-Q2,0
SMB Representative,Total Payout,2020-Q2,0
SMB Representative,Total Payout,2020-Q2,1656.05985
SMB Representative,Total Payout,2020-Q2,0
SMB Representative,Total Payout,2020-Q2,0
SMB Representative,Total Payout,2020-Q2,0
Outside Sales Director,Total Payout,2020-Q2,0
Regional Sales Manager SE,Total Payout,2020-Q2,115.01516
Sales Executive,Total Payout,2020-Q2,396.9645
Senior Sales Executive,Total Payout,2020-Q2,226.61225
Sales Executive,Total Payout,2020-Q2,23.58375
Senior Sales Executive,Total Payout,2020-Q2,10.351
Sales Executive,Total Payout,2020-Q2,61.33325
Senior Director National Field Sales,Total Payout,2020-Q3,
Outside Sales Director - Central Canada,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Outside Sales Director,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive PQ Govt. Rep.,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Inside Sales Director,Total Payout,2020-Q3,
Inside Sales Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Manager - Hunter,Total Payout,2020-Q3,
Inside Sales Account Manager Hunter,Total Payout,2020-Q3,
Inside Sales Account Manager Hunter,Total Payout,2020-Q3,
Inside Sales Account Manager Hunter,Total Payout,2020-Q3,
Inside Sales Account Manager Hunter,Total Payout,2020-Q3,
Inside Sales Manager - ISR,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Manager,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Account Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Inside Sales Manager,Total Payout,2020-Q3,
Inside Sales Representative,Total Payout,2020-Q3,
Outside Sales Director,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Outside Sales Director,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Sales Executive,Total Payout,2020-Q3,
Retail Sales Director,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Senior Sales Executive,Total Payout,2020-Q3,
Senior Sales Executive,Total Payout,2020-Q3,
Health Care Sales Director,Total Payout,2020-Q3,
Regional Sales Manager AE,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Senior Account Executive,Total Payout,2020-Q3,
Senior Sales Executive,Total Payout,2020-Q3,
SMB Manager,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
SMB Representative,Total Payout,2020-Q3,
Outside Sales Director,Total Payout,2020-Q3,
Regional Sales Manager SE,Total Payout,2020-Q3,
Sales Executive,Total Payout,2020-Q3,
Senior Sales Executive,Total Payout,2020-Q3,
Sales Executive,Total Payout,2020-Q3,
Senior Sales Executive,Total Payout,2020-Q3,
Sales Executive,Total Payout,2020-Q3,
Senior Director National Field Sales,Total Payout,2020-Q4,
Outside Sales Director - Central Canada,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Outside Sales Director,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Senior Account Executive PQ Govt. Rep.,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Inside Sales Director,Total Payout,2020-Q4,
Inside Sales Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Manager - Hunter,Total Payout,2020-Q4,
Inside Sales Account Manager Hunter,Total Payout,2020-Q4,
Inside Sales Account Manager Hunter,Total Payout,2020-Q4,
Inside Sales Account Manager Hunter,Total Payout,2020-Q4,
Inside Sales Account Manager Hunter,Total Payout,2020-Q4,
Inside Sales Manager - ISR,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Manager,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Account Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Inside Sales Manager,Total Payout,2020-Q4,
Inside Sales Representative,Total Payout,2020-Q4,
Outside Sales Director,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Outside Sales Director,Total Payout,2020-Q4,
Regional Sales Manager AE,Total Payout,2020-Q4,
Senior Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
Account Executive,Total Payout,2020-Q4,
